YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.2,36.2,,,27.9,45.4,536,,,Less than high school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Less than high school,EDU,EDUHS
2011,2011,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,21.1,25.5,"2,049",,,College graduate,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Education,College graduate,EDU,EDUCOGRAD
2019,2019,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.3,31.3,,,28.5,34.2,"1,402",,,College graduate,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Education,College graduate,EDU,EDUCOGRAD
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,16.7,16.7,,,15.1,18.5,"2,926",,,College graduate,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Education,College graduate,EDU,EDUCOGRAD
2014,2014,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.9,31.9,,,25.9,38.5,292,,,Less than high school,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Education,Less than high school,EDU,EDUHS
2014,2014,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.1,31.1,,,28.8,33.4,"2,609",,,High school graduate,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,29.2,36.5,"1,208",,,High school graduate,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.6,37.6,,,34.8,40.5,"2,336",,,High school graduate,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,25.9,39.4,392,,,Less than high school,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Education,Less than high school,EDU,EDUHS
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,30.4,42.1,358,,,Some college or technical school,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.9,23.9,,,21.9,26,"2,152",,,College graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2011,2011,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.8,27.8,,,25.2,30.6,"1,638",,,High school graduate,,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.4,25.4,,,23.3,27.5,"3,284",,,College graduate,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,College graduate,EDU,EDUCOGRAD
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,31.5,43.2,"1,230",,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,Less than high school,EDU,EDUHS
2020,2020,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,23.9,29.1,"1,745",,,College graduate,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2015,2015,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.8,36.8,,,32.2,41.8,610,,,Less than high school,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,Less than high school,EDU,EDUHS
2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,28.1,40.9,305,,,Less than high school,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Education,Less than high school,EDU,EDUHS
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.7,39.7,,,32.1,47.8,269,,,Less than high school,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,Less than high school,EDU,EDUHS
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,28.6,31.9,"4,437",,,Some college or technical school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,24.8,31.2,"1,330",,,College graduate,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,College graduate,EDU,EDUCOGRAD
2020,2020,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.1,29.1,,,26.6,31.8,"1,890",,,High school graduate,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,VALUE,15,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,21.4,25.7,"3,163",,,High school graduate,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,27.9,34,"1,751",,,High school graduate,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.7,36.7,,,33.7,39.7,"1,431",,,Less than high school,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Education,Less than high school,EDU,EDUHS
2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,25.4,39.6,270,,,Less than high school,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,Less than high school,EDU,EDUHS
2016,2016,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.6,23.6,,,16.7,32.2,226,,,Less than high school,,,,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Education,Less than high school,EDU,EDUHS
2019,2019,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,30.2,37.1,"1,483",,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Education,College graduate,EDU,EDUCOGRAD
2016,2016,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.5,19.5,,,17.6,21.6,"2,611",,,College graduate,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Education,College graduate,EDU,EDUCOGRAD
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,30.7,37.7,"1,492",,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Education,College graduate,EDU,EDUCOGRAD
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,15.3,15.3,,,13.5,17.3,"2,081",,,College graduate,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2012,2012,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33,33,,,27.8,38.6,520,,,Less than high school,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Education,Less than high school,EDU,EDUHS
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,27.5,34.6,"1,260",,,Some college or technical school,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.7,35.7,,,32.7,38.8,"1,276",,,Some college or technical school,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.2,21.2,,,19.7,22.7,"3,770",,,College graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,College graduate,EDU,EDUCOGRAD
2020,2020,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.1,38.1,,,31.2,45.5,294,,,Less than high school,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Education,Less than high school,EDU,EDUHS
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38,38,,,35.6,40.4,"2,090",,,Some college or technical school,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.5,28.5,,,25.5,31.6,"1,863",,,High school graduate,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,29.3,35.7,"1,608",,,High school graduate,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,23.2,28.6,"1,649",,,College graduate,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Education,College graduate,EDU,EDUCOGRAD
2020,2020,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.4,40.4,,,34.8,46.3,452,,,Less than high school,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Education,Less than high school,EDU,EDUHS
2016,2016,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.7,23.7,,,18.7,29.6,353,,,Some college or technical school,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,30.7,37.8,"2,993",,,High school graduate,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22,22,,,19.9,24.3,"2,010",,,College graduate,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,College graduate,EDU,EDUCOGRAD
2015,2015,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,28.1,33.3,"1,688",,,Some college or technical school,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.1,25.1,,,23.1,27.3,"3,410",,,Some college or technical school,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,33,39.3,"1,351",,,College graduate,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Education,College graduate,EDU,EDUCOGRAD
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,22.7,28,"1,635",,,College graduate,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.9,32.9,,,29.8,36.1,"1,175",,,High school graduate,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,26,31.1,"1,849",,,High school graduate,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,23.6,28.3,"2,021",,,College graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,College graduate,EDU,EDUCOGRAD
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.5,32.5,,,28.8,36.3,"1,285",,,Some college or technical school,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.2,38.2,,,34.6,41.8,"1,610",,,High school graduate,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,27.5,40.7,288,,,Less than high school,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Education,Less than high school,EDU,EDUHS
2012,2012,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.4,27.4,,,21.1,34.8,298,,,Less than high school,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,Less than high school,EDU,EDUHS
